review,polarity
all in one app dis version of uc browser mini disappointed me as search showing in notification bar and when v download anything was not visble in notification bar as previous version its request to look into it and try to solve it otherwise as i have to uninstall it and goto some other app,0
loved it ŕżŕľ app ŕŕľŕŕľ ŕŕşŕżŕľŕŕľ ŕ ŕŕšŕżŕľŕŕľ ŕ ŕŕ ŕşŕŕż ŕżŕŕžŕž ŕŕľŕšŕľ ŕŕľŕŕž ŕľŕşŕľ ŕ ŕ ŕźŕŕľ ŕŕšŕżŕľŕŕľ ŕšŕľŕŕľ ŕľŕżŕżŕľ ŕŕŕľŕŕľŕ inserting symbols inserting pictures from the galary wedding etc and phonetic symbols so the english learners could be helped more ŕŕśŕž ŕŕŕľŕŕľ ŕŕľŕŕż ŕŕž ŕśŕżŕŕžŕž ŕ ŕľŕśŕľŕż ŕşŕŕż ŕżŕŕŕľ ŕŕťŕľŕŕž ŕşŕľŕŕżŕľŕ ŕŕŕľŕŕžŕšŕŕľŕŕžŕ ŕŕšŕżŕľŕ ŕŕŕľŕŕľ ŕ ŕľ,1
updates poorly current update clears the cache forcing you to log in again and of course i have not logged in in over three years and dont know the password try to do a password reset and the app says the email is not valid why would you clear auto login information in an update,0
update suck its impossible to loot m in one day do u think supercell this is a balance improvement its not and the developers dont even care to the comment wtf,0
great way to stay organized i jot notes for work family shopping lists music things to do and stories or news feed i want to come back to great place to store everything,1
doesnt work challenge page fails to load its so secure even i cant get in,0
messages are not sending or receiving right away poor excuse for an instant messaging app needs to send messages instantly tried reinstalling app and switching to both data wifi connection without success,0
like button the like button you know the thing that you can actually change now with a stickerie snowman after the update it has never worked on me ive tried uninstalling and reinstalling and nothing it still dont work,0
widget sabotaged this app functions ok as a notetaker i access it primarily through its widget the old widget was great giving a peek at a few recent notes then that widget was killed off and replaced with a widget that shows only the titles of recent notes with maybe just part of the title of a third note and no content at all it shows poor judgment for a company to downgrade its product for no apparent reason also theres no undo button,1
why do u do this to me ok so i cant unlock the next episode for hours or i have to pay money to buy gold so i wait and wait and hours later you tell me to wait more hours because i didnt pay money so here im still waiting not going to pay you money so how long with this take,0
bug in changing notification sound i gave so developers may look at it now this bug is here since long time as i checked in internet please take a look at it and send a reply or update handset note hope to see the update and change my rating to again,0
boosters gone last update took all my boosters im going to be patient for them to be restored if not i will be uninstalling and moving on not happy,1
gone crazy after latest updatesit seems to force closed by itself even if i dont use italways popup a error msg almost everydayit seems to trigger whenever i switch between mobile data and wifi connection,0
thank you very much for sticky notification,1
want to get all stars reduce the amount of time it takes to upgrade buildings instead of days put it hours ietown hall level takes days put it four hoursi never saw a game that goes more than days to upgrade something each month i will remove star if you do not fix it,0
rocking this app is the best among all the news apps,1
why change it i use this for my facebook as its a lot faster than any other app but now when i try to add a pic the whole format on opera mini has changed i cant even see the pic i want to choose now and have to go through so many folders as well go back to the old format why fix something that wasnt broken,0
this update completely destroyed my facebook it loads to the status screen but once i try click anything at all or scroll the app goes to my home screen it doesnt even say force close it just does it so i load it again and finally begin scrolling but not even scrolls later the app closes this never happened before i updated fb,0
still not cool guys please this is still not cool after all those updates ive got a lot of ram but it keeps reloading pages that ive left open for later viewing the old one could do that it could keep pages for weeks guys seriously opera please,0
update uninstalls everytime i try to update it uninstalls the app what i want to know is if this is using my data each time i update and then have to reinstall driving me crazy please fix,0
lack of options and closed code so many options for years not implemented and now whatsapp is simply copy pasting the features telegram creates moved to telegram which is whatsapp but on steroids which even offers desktop integration so you can use it on the pc and more,0
too many updates of too big size please only send updates that are really really necessary last one mb if every app which it seems it is keeps doing updates we all end up with no room on our devices having mb of languages i am never going to use is a waist of memory,0
err how do i back up and restore chat history i used to be able to do that in older versions why would you remove such a crucial feature even after trying to backup using windows wechat you have no idea where the backup is it says backup on phone but where on phone if its on the phones internal storage then thats useless to me cause i need to wipe it clean to reinstall the system if its on the sdcard then where comparing to the backuprestore feature of whatsapp wechats is an absolute joke,0
fix some things one letter is capitalized and it goes back again to lowercaseemoji donot appear when i send them box appears but not emotions and include more emoji,0
i love the chrome version only problem with this app is new tasks entered here go to inbox instead of today,1
bug whenever i search anything it opens google i know i want to open google but after searching something for sometime it again opens new googlend slows down the scrolling please fix this,0
for the build new colour scheme adds nothing to the expirience but its the automated smart language update with no option to select the prefered language thatll be the main reason why ill uninstall this app,0
the best i agree totally with the last poster chrome is simply the best for android period ive tried all the other crap out there and yeah they have some more features none of which i ever used i have chrome on my laptop and pc and all of this is synced together simple direct and to the point and thats what i like and dont forget very fast,1
good but ui ease of use still declining ive used evernote for years and its power is still there in its ability to find notes but its ui is still in steady decline with a lack of ease of use needs cleaner cleaner separation of functionality nowadays im having to dbl click a found note to view instead of a single click showing the note content disappointing to see this once magnificent software reduced to the current level of ui confusion that so many other programs exhibit as well,1
custom emoji doesnt work my custom emoji doesnt show up in preview and some of them become blank i cannot send the emoji now please try to fix the error,0
we have wifi with full internet connection and it always says connecting on the top i cant send messages fix this as in right now this did not happen before the update,0
developers please read i think there needs to be some kind of confirmation implemented when the buy extra moves for gold bars button is clicked i recently didnt do so well on a level and i ran out of moves when going to press end game i pressed the extra moves by accident and it took bars even though i had no intention of continuing i felt hurt after saving them up for so long please consider this,0
poor datawifi transition still doesnt work with wifi networks even the sockethttp protocol doesnt help please learn from whatsapp,0
the authority firefox is firefox after wandering here and there you are gonna come back to this standard browser in any platform,1
great app saves me when im on the field because i dont have to rush back to my office to look at certain things,1
excellent my entire team would be lost without this works with web app exceptionally well too,1
suggestion i given stars to this game because i like it very much but i have a suggestion to improve this game plz when a color er bomb is mash with i striped candy all of candies of the same color become striped and blast but same action with tha rapped candy does not act like this as works in candy crush soda saga plz work on it thanx muhammad hanif karachi pakistan no reply from admin why,1
i used to play this game almost years ago and it was my absolute favorite i recently reinstalled it and i got to say its very slow and this will be the third time in less than a month that ive lost my boosters i have paid for them and it gets taken out of my account but i still dont have them i really love this game please fix the app because its such a great game get with the program guys its just so slow besides that we love this game,0
usefull no others app like this,1
greatfull amazingsurprise this is the main brightly app among so more like appsit would other more better to if we can see storyhistorical event are so,1
kinda like a d kingdom havoc fun if kingdom havoc was d and used a sling shot itd be close angry birds is crazy good though a handful of colorful birds with different and interesting superpowers keep things fresh from level to level this game gets more difficult along the way but its cool to get better as you practice,1
install and reinstall the app but cant go back to the previous version pls new version is so annoying no more options for the contacts to set up if just want viber contacts only to appear all contacts were shown even not using viber pls fix,0
whatsapp free if you want an app that is basically the same and is free forever get line free calls messaging i personally like line more because you are able to get different stickersimages to send in the chat,0
on sghi android the new platform showing all contacts reduced your rating not just like the online status that doesnt give us option to identify our contacts that are online without having to tap on contacts one by one to see there individual online status and without necessarily having your disableenable our personal settings useless option that doesnt work frustrated users ratings going lower and lowerloosing your edge specialy with no response from you other than the automated generic in privaye email,0
no upgrades to the game till yetthe developers have no idea how to do upgrades most of the people have stopped playing it because it got old and there is no fun playing it now,0
either make the moving forward process bars or less time to wait you need to change the peramiters to move to the next episodetired of waiting days as you paid people up with other people who no longer play,0
ads really ads in the kantipur app you guys so down to earn money,0
new user great app have suggestions so far i love working with the app on all devices desktop web android phone it integrates very well with other related apps however i would give stars if developers could do things allow check boxesbullet items to be easily reordered dragdrop its kind of a big deal for me and allow duplication of notes if these functions already exist then hopefully someone will share how to do it or ill figure it out soon enough and then ill gladly rate stars great job guys,1
too many recent glitches i used to play this all the time im level but now cant even log into the game it started removing received boosters n not recording passed levels so theyd have to b replayed now it tries to load for mins then just kicks me off havent been able to play for weeks now will b uninstalling soon if not fixed really disappointed with candy crush now,0
very useful,1
would give if i could retrieve my previous game my phone crashed and i had to install it again didnt get to keep my score coins and boosts the gems i paid for where also lost negatives aside i enjoy this game its a good time waster i thinks its better than the first temple run,0
very good esp with penultimate i really like the cross device syncing and how easy it is to use please dont make this microsoft word its great as it is i esprcially like being able to work in penultimate and find it in evernote with everything else,1
loading login i redownload because my wechat is full when bufring loading always stuck at and then force close pls fix it i will give star if u fix it,0
its getting hang once i will be chatting with someone seriously and it gets hang suddenly and i wont be able to type nor open my wechat and after few mints it saying wechat is not responding properly and have to stop it pls take a look at it,0
all these updates all these updates but still no improvement on high ram usage it drained battery so much and my phone is very hot when using this messenger only now there is even a sync issues too it wont sync when it supposed to,0
i get all these requests on fb but yet i go on candy crush and nothing getting very tired of it then using the special candys they dont even do anything anymore what use to clear all rows no clears no wonder no one plays this anymore,0
would rate but since the new update every time i try to play the new world get kicked out of game,0
your new update sucks its now impossible to loot m in hours wtf are you kidding me supercell no more dead bases and spent k to find a semi dead base with k loot dafuq u,0
no notification displayed on system notification panel after the latest update of version in asus zenfone i am not able to get notifications of the new msgs received in the notification panel on the upper sideit doesnt get displayed plzz see to it coz i dont get notified when the msgs have been receivedbothering me much,0
dont use if you have a lot of organized bookmarks they recently changed bookmarks to go to the top of of your bookmarks every time you open a new tab it used to remember what bookmark folder you were in until a recent update i also dont like that the folders are now at the top of each bookmark list ill be using firefox now,0
messengerfacebook integration issue ever since the last update initial received messages dont get pushed to the messenger app and you dont get notification in the facebook app or messenger app you open the facebook app and happen to see you have a message you have to click the icon and it opens messenger subsequent messages go through messenger app unless you close the chat head then you start over with no notification and having to go through the facebook app,0
shite crashes constantly test st does nothing a browser should obviously as all basic function is gone no testing was executed prior to release i do not use youtube or any sites that require more than a browser that loads the page without freezing bonus crashing the operating system,0
i have to call it one of the most addictive games ever but now im dropping my rating because it took all my bonus candy away with the last update fix that guys not ok,0
not what i expected i really thought that the new updates will make the app better but instead it became worst im sorry to say that and i wish if you put this review under consideration and make the newest update better,0
does what it says it does but chat heads have limitations the issue i have almost everyday is that when a conversation is open in a chat head you can not paste what is copied to your clipboard everything is works fine enough,1
ive used firefox on all my mobile devices and computers for years but since this latest update its become unusable on my galaxy note links either dont work or take you to a different link on the page and the tops bottoms of pages are obscured so only around a third of the page is visible and search boxes cant be accessed i hate the idea of changing to chrome etc but my tablet has been rendered useless for browsing please sort it out mozilla,1
thanks for this app loved this app but my one suggestion,1
nice browser but there is no doubt that firefox is one of the best browsers out there be it pc or mobile great options to customize the browser to suit your needs however this still continues to be my secondary browser as cm browser is still way to fast even when loading heavy websites i hope the speed improves in newer versions and ill add a star rating,1
theres a draught in th supercell needs to fix the draught caused by this update this game is no longer fun theres no loot to upgrade or donate let ths hit lower level bases dead bases are dead were not wiping them just going for collectors this is the only way,0
some time creating problm network problm it seems err more reasons showing,0
gave u too many chances i love desktop firefox this app is brutally annoying an cumbersome ive installed it about times thinkinghoping it would get better there are much better browsers for android than this eg dolphin or maxthon,1
not for me i thought its better than multi language keyboard but its nowhere close to it main problem is that it does not follow the traditional nepali keyboard pattern this may be enough for some to post a short comment but not enough for the ones who likes to write in correct nepali,0
thanks u so much for adding sanshkar fm kalaiya all in one ones app thanks so much dont update its great version,1
uc hello uc browser i start uc browser it s open when i type search bar web address it s loading loading it s not showing any thing but if i use vpn its working well it happen oman lost week so kindly find the solution,1
funny this game is nearly perfect except for ads and then you look at the sequel and think wow rovio messed up our beloved birds used to be such a great franchise,1
excellent app but still needs a bit more work keyboard is fantastic and english to nepali conversion is pretty accurate my only comment on improvement is that you need to improve usability and make it more smooth when typing i want to just use this keyboard even when typing english but unfortunately its not just there yet with samsung or google keyboards also like google keyboard if you add the feature to switch between keyboard by long pressing a button it would be really helpful then itll get stars good stuff nonetheless,1
bugs bugs and more bugs with each update if youre unable to improve something which was already good then dont it upgoogle talk notifications bugs are all over the place edit application must be reloaded ultimately to be able to view messages edit now crashes all day long and requires phone reboot each time,0
angry birds what looks easy can demand a bit of skill the player may become frustrated but is never bored i always find angry birds a great way to pass the time most adverts allow a skip click,1
free the gifs not reliable on a slower network messages frequently dont send,0
chrome since last update you cant scroll down or up the entire page blinks blinks hurts my eyes ug it is slower freezes too big to download mp of many sites i have to use another browser they will not download mrsgwennd,0
update sucks it has become so slow now that no page opens even on g trying to make the user interface like chrome is a ridiculous idea as everyone is saying the facebook page doesnt open n it even logged out please roll back your stupid update,0
its ok only request its been now more than yrs for whts app but desperately waiting for feature which shows active or live whts app users from contacts if whatsapp add this feature then sure whatsapp will rock đđđ,1
everyone loves slack count me among them,1
i do not want to search for new connections every time i open the app no means no just live with it and keep the experience smooth,0
no longer a casual game the current version of the game makes it too hard to play casually anymore expect to spend hours a day just to stay afloat,1
immediate action needed on clicking a link it now shows tab saved in firefox tap to open nowinstead of opening directlythis is not good feature and lot more people also do not like it do change it,0
great and solid app love the widget most important feature about this app in my opinion couple things number and bullet point lists dont show as formatted when seen on the widget please fix also id personally like it if emojis were implemented id also like it if we had more control over the appearance of the widget opacity font sizecolor background color,1
white theme please ŕžŕŕžŕ ŕżŕľ app ŕŕľ function ŕžŕž ŕŕľŕšŕľ problem ŕŕľŕ ŕľ ŕżŕľ ŕŕź ŕŕŕľŕśŕž ŕśŕžŕžŕľ app ŕšŕľ ŕŕľŕşŕžŕŕľ typing ŕŕľ ŕŕžŕŕż ŕľŕľ ŕŕ ŕšŕŕľŕŕž ŕżŕľ app ŕŕľ white version ŕŕľŕŕżŕŕšŕľŕŕľ ŕŕľ ŕľ,0
still no notifications ugghh please fix cant talk to people if you dont k ow you have a message and have to click hangout for it to load or send a message to see what you received đąđ used to be a great app for my galaxy note now its just blah its sad i used hangouts for phone and my chrome booknow it dont work for my phone and only works for the chrome once in a while please please ease fix notification and become a star app again,0
the best game about they dont call this the no app for nothing its the original and best clean game about one needs to work out how best to strike the piggy structures by flinging the birds in a sling funny though i thought they had wings it is a wonderful novel idea for a game and will no doubt will continue to appeal to a wide audience for some time to come its as big as what the old lemmings game was in the s its so addictive and fun to play whilst having a good feel about it for me beats angry birds game very easily and will no doubt remain so for the near future the only flaw in it is loads of adds and becomes so slow when connected to the internet but thankfully the in game adds can be binned for a small fee but it also plays fine offline,1
its just ok in news paper there alot of time to loaded even in wifi kbps,1
shit guys dont download it the new update sucks there is noo looot base after update especially new ones who download it will affect seriously the true color of supercell is revealed they want to buy gems because we dont get loot,0
browser gone back downhill constantly hangs now after last update and fc still does not keep pages in memory when app minimised which is a pain when streaming music etc app does not use user input options ignores them again still no propper changelog for latest version either in playstore description or on mozzs www page shame that ff are not listening to its users and seem totally ignorant to the fact that there is a rating system on playstore also they keep editing my review,0
very good apps ŕŕľŕŕľ ŕŕžŕžŕľŕŕľ ŕ ŕŕ ŕšŕžŕžŕľŕŕľ ŕżŕľ ŕŕľŕźŕżŕŕž ios operating system ŕžŕž ŕŕšŕżŕŕľ ŕŕŕŕ ŕšŕľŕŕž ŕŕžŕŕŕžŕŕľ ŕŕŕžŕŕśŕżŕ ŕŕŕľŕŕľŕšŕľŕŕľŕŕľ,1
please fix error new version p lite user i cannot open my viber when i open it automatically close i cannot log in see the contacts and my messages pls fix,0
problem thank u sir your speed mode off idea works now i can play video on u tubebut one more problem is occur whenever i tried to open any webpage suddenly a black color screen appears find solution for it,0
just a tool for them to throw ads at you they use this app to electronically monitor your messages looking for key words once it recognizes a grouping of words it will start to send adds to your news feed that are similar in subject to that of which your talking about in your conversations,0
utter garbage didnt think i would be saying this as im a firefox user myself but the browser is utter garbage ive got a samsung galaxy tab s and the browser crashes constantly im switching to a different browser,0
đ u can not send vids on some android devices u can on some apple devices but they have to be under seconds and u have to make them u cant use short vids from your albumcamera roll but video calling is good u also cant have a icon for a group chat đ everything else is good except sometimes it takes minutes to send one text,0
absurdly large file for an android browser and after lollipop upgrade i no longer have the space available for updates would gladly uninstall if i could over megs for an android browser,0
outstanding this app is not only fabulous on android platform but also popular this is the first app which can be useful for all people,1
downloading files in background i started a song download but it failed then after minutes it automatically downloaded copies of the song in background,1
miui y is the photo n sights wont show up in moment although i refresh so many time ad fix the probs pls,0
please add this option i love using hangouts for both im and sms but when sending a photo from the share menu the app defaults to my sms plan thus costing me money if i try to go back the hangouts app quits leaving me with no way to choose of i want to send a picture via mmssms or hangouts im its costing me a small fortune the option to choose how which messaging service you want to use when sharing a photo would be great,0
why cant google get it for a company being the most used internet search engine you would think google would be smart enough to conjure a team up to fix these problems they have i also agree with a few others who thinks google messages and hangouts should combine somehow to make it work how the iphones imessage works,0
somethings missing is there a possibility to have your troops have the winter theme like having the wizards red cloaks or max lvl balloons with red colored balloon and pekka that is literally a swordwielding snowman its worth it to add those features rather than just making it snow while covering some buildings with snow,0
nice app,1
didnt work couldnt use it with my note it just gets stuck in the red o and stops,0
love it but there should be switch off or sign out button having a sign out option helps you maintaining your personal space you can keep a check on the constant addiction and usage of this service and it can help you in striking a balance between your personal and social life,1
call disconects in every seconds thats two beep sound is now one of my most hated sound from viber cant u guys fix it before i uninstall the app and use other app,0
need swipe between images nice app but it would be really nice if you could swipe between images when viewing them full size,0
best browser for android if you want a browser for android then this is the best browser however to download wallpapers it is not good because it downloads it in bad quality otherwise it is best,1
good time waster good fun but getting old and spams ads really bad,1
you dont have to go to your wall calender and turn the page for your month eventthis apps is just awesome,1
nice so far i have been using firefox on my pc for the longest time and love it and its no different from the android version there are a few things i wish were a bit different but all in all im happy with it,1
pls fix these bugs when ever u set the search engine as google it again automatically shifts to yahoo and yahoo is sick imean iam really fond of google so please fix this bug,0
aa nice,1
some problems are solved thank you feeling good more and more need to play high quality youtube video its default quality really worst new bugs cant download video on facebook thanks for introducing play online on facebook fix it and if i dont find anymore bug sure star,1
very useful for watching tv reading saptahikkantipur,1
doesnt login crap doesnt work only app tat work with todoly is cue,0
really useful app đđđđ,1
does what it says i love this site for my computer and wish it had a more mobilefriendly interface this app does what it says it does i just find it so unorganized and a little bit stressful to use good start room for improvement,1
samsung note awesome business platform please consider adding an edit option in addition to delete for our posts just in case wed like to correct a mistake rather than delete the whole thing,0
z put direct exit button when use back button its very difficult to exit from some sites like bank or other password protected sites i m going to disable crome from my fhone i cant directly exit from crome i have to use back back till all tabs not closed,0
almost every time i scroll on a webpage the copy dialog appears at the top of the page also i dont care for the new tab openedswitch popup that appears on the screen when i open another tab i think that should be in the opera mini settings menu,1
book and their use as a great christmas navarro was gonna get a lot of different names for christmas is a screamer and i cant remember if my sis and baking and making everything so perfect for me to believe in things and ill return to go over in a few minutes ago and i have a great day at home soon and their little room in the kids to school with your questions,0
works but very basic needs more works fine needs interface update how about thumbnailicon views or a small list for instance photos need a timeline or even a gasp metadataexif tag search how about embedding carousel functionality and adding to it google photos is far from perfect but does have good ideas,0
not good its previous version is much good than that i cant text directly with current version please add the inbuilt messenger again in the app,0
definitely worth your time there are too many lousy whiners reviewing this amazing app if youre not happy take a long hike douchebags,1
amazing game awesome game so entertaining and very fun this app is my favorite game i hope evrybody puts a star for rating because this app is cool,1
very smooth id say its much better than just uc browser which loads pages as if you are on your laptop with a really bad server love everything about it,1
its good i had typed up a longer review but then play store decided to crash ill just say that firefox for android feels faster and more stable than the default chrome browser also the ui is less clunky,0
too much pop up add,0
support service poor support service,1
not able to see recently connected people hi i am not able to see the recently connected people in the notification tabfrom where i can see the people with whom i connected recently,0
simply brilliant simply brilliant no problems so far the best feature of this is the accordion of tasks that are grouped could not login with google but simply clicked forgot password and set a new password and it worked perfectly as described in both the description and app cheers,1
favorite menu update is suboptimal the new update puts the entire list of favorites into view from most recent instead of returning me to my previous folder which it always has this requires more time and clicking to get to the desired folder please give an option to return it to the previous version,0
doesnt seem to work at all no widget and doesnt sync with site,0
emoji đ hey bro please add more emotions can emotions be little bit larger in resolution your apps assets consist more emoji but are not loading in app there should be a way to flip to next emoji page,1
annoyed whatsapp used to work great but with the recent update messages didnt want to come through unless i went into the app i assumed it was my phone but samsung said everything is working great so i was advised to uninstall and then reinstall whatsapp i did just that it picked up my old number and backed everything up until it got to the initiating please wait a moment page its been h now and nothing has changed is there any way to solve this i would really like to get back online,0
stars this app has saved my life on multiple occasionspictures are life and you help keep mine with me,1
glitch y i like this browser better than chrome in terms of its setup and function but i wish it was less glitchy the back button seems to just lock up the tab on a certain website sad face,0
needed to learn the hard way about town hall penalty if you attack an opponent with level lower town hall you get of loot levels and it decreases hence forth i am a newbie no where in the tutorial its mentioned,0
major annoyance in the new update show who is online and define what online means on hangouts on a google product using g can you readd timestamps for each message please add a dark mode feature as well,0
constantly erases text i have frequently lost messages ive been typing sometimes very long ones when the screen changes orientation if i tip my screen even a little and messenger shift the orientation it instantly erases everything ive written,0
changeable it really change our way of getting news,1
it was epicthen a certain update happened the most recent update got rid of what a ton of people loved i think supercell has some work to do if they think i am gonna be buying any more gems,0
forced reload on uploading pic on replying comment last night i tried to reply a comment by uploading a photo from my phone when i press on the button to select photos the app automatically goes back to the main page on other occasions i could enter to my gallery to select my image but as soon as i selected an image and press done the program again forced reload and suddenly go back to the main page please fix this and i will change my rating thank you,0
neat nice smooth speed but downloading is lacking in speed correct this ill give u star,0
inferior to desktop browser i love firefox on my desktop but the android version is terrible it crashes constantly scrolling is very jerky on screen rotation the window doesnt resize there is no word wrap when answering certain forums downloaded images are not available for use in forums or whatsapp without rebooting phone pages are very slow to load both the preinstalled samsung browser and chrome are heads and shoulders above firefox pity,0
really cool and organized the new update is really amazing the widgets are cool however it would be helpful if you could add right to left reading and writing support like hebrew cause when i want to add check box the text removed to the left also you need to add an option to change the size of the preview dont like its so small and app animations would be nice something else to your attention i want to by the app but it really really expensive if it was cheaper and one time charge i would buy it,1
some notification problem although ive enabled notification i am not being able to get notification only from ekantipur on my htc desire and it is slower than in other inferior devices i want to know if this problem is only with me or ekantipur is working on this kind of devicenotification feature is very useful for a busy person like me who doesnt get much time to sit back and read news notifications enables to take a quick look at headlines and understand the situation and can read the selected news according to choice,0
always my go to cloud storsge been using dropbox for years to store music photos and just about anything else never fails me,1
popup and search using image i seriously hate that opera mini does not support popups i need popups enabled from where do i choose to enable it i am forced to use uc browser due to this and please provide an option in the long press menu to search using any image please guys we are waiting reply atleast,0
very good apps obviously no doubt it is very useful apps for those who loves nepali language and want to write nepali thanks for it n waiting another useful apps like this,1
issues with address book contacts i have turned off the feature to update my android contacts based on linkedin information but it still keeps updating with unwanted title on my address book i have uninstalled the app n reinstalled it cleared the data for the app but made no difference i am using galaxy s and would really appreciate if anyone can solve this issue the best option seems to uninstall the app for good and use just the broswer,0
works great maybe you could do something about the download location i cant change it to external storage i dont want the downloads to fill up the phone memory please do something about that,0
does exactly what it states thank you,1
keeps losing connection ever since the update messenger has been losing connection and i dont get how if im connected to wifi and its just been doing that ever since and also i thought the chat bubble allows you to open the chat while on another application well now ever since the recent update every time i open the chat bubble it exits me out the application im on i dont know if its a bug or something but please fix it,0
great internal comms system for our business,1
came here to rate this app to give stars for good optimization for android this is one of the only apps that i open and close and it actually clears fully from ram and does not use up cpu power unlike facebook and its messenger using up ram and cpu,0
i have had to uninstall this app twice this week because whenever i try to edit a post the post doesnt edit and just stays gray and stuck in the loading process forever my ocd cant handle that,0
force close its been or months and yall still havent fix the error i cant play its always crash and force to close everytime im online for seconds,0
it sucks right now the special levels are rigged im sure you cant win just waste your lives and boster f it ready to un install it,0
doesnt work of the time doesnt update my news feed says cannot connect to internet the internet on my phone works just fine i can uninstall and reinstall and it fixes the issue for a few hours then it starts saying cannot connect to internet,0
good ŕŕŕśŕž ŕŕžŕžŕľŕŕľ,1
new update killed the game new matching for atks basically killed the farming part of the game so you no longer can aquire resources for upgrades get your money ready because buying your resources will be the only way,0
works really well slack for android works flawlessly on my nexus and is way better to use than the ios and desktop versions the latest update has fixed a couple of the uiux issues introduced in the previous update and glad to see the scrollbars back when you swipe up to view the channel history,1
its notification system is so poor it doesnt notify me when any message arrives no its too slow to chat also,0
connection issues with the version it says cant connect to server with error report everytime either connected with cellular data connection or over wifi,0
always sorry messenger has stopped besides my friend offline for a few minutes already then it just show active a few minutes ago sometimes it is very lag pls fix it,0
best apps ŕżŕľ apps use ŕŕŕľŕŕľ ŕŕľŕŕľ ŕŕľ ŕžŕ ŕşŕŕľŕżŕľ ŕŕ ŕ ŕź computer ŕŕľ ŕŕžŕŕż ŕŕż ŕźŕŕžŕŕŕľ ŕŕžŕŕľ ŕŕ ŕ ŕŕż ŕŕžŕžŕľŕŕľ ŕšŕľŕŕľŕľŕľŕżŕľ,1
stay on your toes with a new issue every month every time i solve an issue with this app a new one seems to crop up recently i stopped receiving sms from my husband who uses google voice went through the troubleshooter which directed me to make sure his messages arent ending up in the spam folder well thats only accessible from the desktop app you cant even view spam messages from the android app or the mobile website gtfohwtbs,0
too much going on its cool it works but ony using it because i have to its got way to much going on for a note pad adds in useless irrelevant information like i made a note on a friends birthday now it says from so and sos birthday but it works great just wish it was just a plain jane note pad like the one htc used this app to replace if there was a way to over complicate a note pad app they did itit works great like i said and it takes some getting used to and it grows on you,1
tablet support any chance of getting tablet support anytime soon,0
i had over lives and the game wouldnt work so i uninstalled it and reinstalled it and i lost all my men give them back and i will change my rating my gold was still there but not my lives not a happy camper,0
following back it doesnt let me follow people that have followed me back and also the amount of people following and followers is also incorrect overall it is a live appp,0
doesnt work whatsapp messages werent sending at all it wasnt a connection problem i checked so i tried reinstalling and it wont even let me set up my account now they ask for my phone number and it keeps trying to connect and fails again not a connection problem what do i do,0
bullshit update after updating its totally headachent able to download instead of mobiles its more suitable as pcwhen we search anything its always searhing for websitespreviously it was asking sepearately for web n image searchapart from this dwnldng is tatal worst as compare to previous version,0
umm while this game has gotten kinda old and ive basically replaced it with the soda saga game i still like playing this but for some reason for i dont know how many days now every time i go to open this game itll load a little and then crash closed fix please,1
pretty good the people who dont like the power ups can just turn them off in the first part of the game i also like the reds mighty feathers,1
its not safe it has a link to gallery and file manager also so anone can easily get access to my private photos without any password or restriction,0
can you say ads every time i open a tweet theres an ad sitting at the bottom they appear ridiculously frequently throughout my feed i get that developers are trying to make a living but come on this is so excessive,0
fix this please ive tried editing two of my profile pictures in the past month and each time i do it doesnt post it but it also doesnt go away it fades out the picture and its always at the top of my time line now i have one from december th and the second one from tonight at the top of my time line and it wont let me delete them or do anything about it and its really buggin me please fix this,0
addictive the only negative is that youre never given gold bars you have to buy them,0
when will this app be created to automatically start at the top with new posts instead of having to scroll through days of old tweets to get to the top the only social app that does that such a headache,0
excellent this app is great keep up the good work guys,1
i cant send messages because in my settings i dont have sms all i have is account settings fix it i thought when i got it it would be good but i thought wrong,0
good game but i have always liked temple run however the new update which included a new map has ruined it for me a little bit i would of rather of it been snowy on the default map since since for me anyway the new map is a bit confusing and can be harder,0
improve tapai ko app dheri ramro ra upayogi xa tara loading dheri nai chahe jati nai fast net vaya pani hope so yo problem chadainai slove hunxa vanera thank you,1
nyc u guys should apply some same strategy as u applied in boom beach when we use the troops the remaining undead troops should return to their base but instead of that they r deadfix this for remaining star frm me,0
the app made me im rating it because of a pop up on the appbut i like twitter so im going to give it stars the only thing i dont like is the fact that i cant edit postsfing instagram can but twitter doesnt have option wtf,0
not so good remove all contacts please a lot of ppl hate that soooo much its boring and ugly till i find wanted contact need to search for it minutes,0
boo it loads slow even on my hardware considering kmg is the leading news company the interface is very poor i your app is almost like direct links to your websites and the difference between the low resolution and high resolution files in epaper is not perceivable at all,0
nice app bad notifications i like the browser but having updated cant recommend anymore push notified about a competition no one wants that kind of alert,0
i want the old theme back this theme is awful previously opera mini was the best browser but now i think its worst no i dont want to see the news or anything just return the old opera mini back you just make it awesome to awful,0
i cant see and upload my photo at the moment why before thiswechat no problem but now why,0
still the best mini i like the new look and news front very fast and efficient though for overall best all around browsers id go with maxthon yandex and ucbut for minis opera mini gold though uc mini is coming along strongminuses needs an adblock,1
unbelievably bad support by google for their own products had to hard reset my android tablet and could not reinstall chrome because google no longer supports chrome browser on android x so i had to install a non google browser i would give a rating of if i could,0
what happened to you opera the resent updation make the browser more beautiful to look than the previous versions but the smoothness of the browser is gone yes it have some unique properties whwn compared to other browser such as data saving modere open closed tab etc but the problem which i face is that the web pages are not fit to my screen ie the all the web pages opend through this browser is shows only part of my screen annoying ads on the home screen of the browser private browsing is not working,0
